Time,LTC average computing power of the entire network,Price
2018-03-21,164.41325519,169.051651
2018-03-22,170.83813009,163.671875
2018-03-23,177.85209077,167.83248901
2018-03-24,183.04418288,159.63134766
2018-03-25,182.98346595,160.08357239
2018-03-26,187.23529366,149.22071838
2018-03-27,179.91859563,135.77914429
2018-03-28,185.43357855,131.74746704
2018-03-29,186.46089601,114.6789856
2018-03-30,187.87181934,118.59764862
2018-03-31,195.36108969,116.60714722
2018-04-01,198.78739954,115.22244263
2018-04-02,203.36236668,119.30571747
2018-04-03,194.80260546,134.4697113
2018-04-04,195.94523867,118.41205597
2018-04-05,199.36937254,119.13056946
2018-04-06,207.71029304,113.15540314
2018-04-07,206.12304350,116.25991821
2018-04-08,202.90329927,117.67070007
2018-04-09,208.91983339,114.99025726
2018-04-10,208.81406128,114.2631073
2018-04-11,204.22754735,118.29071045
2018-04-12,196.90080610,129.33460999
2018-04-13,213.37148882,125.35400391
2018-04-14,214.23093346,126.29407501
2018-04-15,219.64867106,132.04464722
2018-04-16,218.36330167,128.33465576
2018-04-17,201.12040140,132.92796326
2018-04-18,210.16645465,139.99690247
2018-04-19,227.70643473,146.29951477
2018-04-20,220.67680184,155.53742981
2018-04-21,223.54492861,148.93365479
2018-04-22,240.24358230,146.77403259
2018-04-23,242.84323888,152.25152588
2018-04-24,246.55840948,165.78063965
2018-04-25,240.91229891,144.76379395
2018-04-26,230.69931051,153.67900085
2018-04-27,239.61362224,145.90524292
2018-04-28,243.70327908,152.29574585
2018-04-29,249.84788311,153.63117981
2018-04-30,258.49501018,148.47686768
2018-05-01,264.74290153,148.48783875
2018-05-02,256.78914956,151.57743835
2018-05-03,253.54309265,161.45916748
2018-05-04,258.02342327,168.78752136
2018-05-05,273.86953166,177.76191711
2018-05-06,288.43604953,171.8000946
2018-05-07,282.23621691,164.87931824
2018-05-08,283.69258951,159.61653137
2018-05-09,279.69737099,157.05522156
2018-05-10,296.74099674,149.86882019
2018-05-11,291.30336064,137.11721802
2018-05-12,289.65058751,141.88166809
2018-05-13,300.71117776,144.58836365
2018-05-14,297.68089716,147.71366882
2018-05-15,289.98614078,139.8802948
2018-05-16,305.23060259,139.26834106
2018-05-17,312.15537458,132.77279663
2018-05-18,306.01648927,136.0566864
2018-05-19,297.96308099,135.32019043
2018-05-20,293.39880840,139.69790649
2018-05-21,323.11354085,134.50915527
2018-05-22,310.56876750,128.67610168
2018-05-23,322.76224919,119.31352234
2018-05-24,333.25067867,122.61277008
2018-05-25,316.87793200,119.44171143
2018-05-26,310.75251084,118.27654266
2018-05-27,312.18321682,117.99217987
2018-05-28,315.23036280,111.59846497
2018-05-29,313.86094175,119.56789398
2018-05-30,295.07037280,117.53327179
2018-05-31,290.70984306,118.07437134
2018-06-01,295.24749083,119.91481018
2018-06-02,289.54077923,123.30738068
2018-06-03,289.01551506,125.21059418
2018-06-04,292.53142905,119.9028244
2018-06-05,302.06420226,121.7009201
2018-06-06,319.52572384,121.18291473
2018-06-07,315.46749478,121.42565918
2018-06-08,322.00262877,120.08380127
2018-06-09,309.13921548,117.74104309
2018-06-10,313.09785599,107.0436554
2018-06-11,307.18665611,107.51566315
2018-06-12,311.73550681,100.75189209
2018-06-13,326.89814802,94.07556152
2018-06-14,309.95562060,101.15432739
2018-06-15,300.89673316,96.67602539
2018-06-16,298.87589868,97.5769577
2018-06-17,310.18184488,96.10256195
2018-06-18,308.74414153,98.81898499
2018-06-19,298.70184036,98.83772278
2018-06-20,299.07042761,97.99350739
2018-06-21,301.53650951,96.92549896
2018-06-22,303.32865683,85.07587433
2018-06-23,300.85769278,82.60365295
2018-06-24,297.39206403,80.77709198
2018-06-25,295.53418445,81.83342743
2018-06-26,294.30721706,76.86671448
2018-06-27,282.51436006,80.65969086
2018-06-28,266.55612277,74.92980194
2018-06-29,285.71242481,78.76889801
2018-06-30,301.08051687,81.37400055
2018-07-01,287.56215336,80.24289703
2018-07-02,265.79839911,85.25710297
2018-07-03,263.55751378,85.1013031
2018-07-04,257.98433503,85.4940033
2018-07-05,264.10404058,83.76000214
2018-07-06,263.17428744,83.37809753
2018-07-07,275.26582450,86.20189667
2018-07-08,272.71295106,82.39600372
2018-07-09,284.85086573,80.85759735
2018-07-10,267.09611052,76.08350372
2018-07-11,259.97383942,78.69989777
2018-07-12,269.18612863,76.80860138
2018-07-13,273.25828043,76.94249725
2018-07-14,270.14716740,76.72239685
2018-07-15,276.94446815,78.93900299
2018-07-16,283.44249172,84.59590149
2018-07-17,295.86894477,89.80609894
2018-07-18,287.45314092,86.96209717
2018-07-19,281.48759071,86.66770172
2018-07-20,278.37937446,82.75460052
2018-07-21,269.35694542,84.46389771
2018-07-22,257.43691872,83.15619659
2018-07-23,272.85253574,82.43319702
2018-07-24,310.36814624,89.28520203
2018-07-25,292.38005922,86.28170013
2018-07-26,292.84168896,84.02749634
2018-07-27,294.35723607,84.46360016
2018-07-28,286.64715301,83.62400055
2018-07-29,301.14007090,84.08409882
2018-07-30,288.33122632,82.84992218
2018-07-31,259.16575480,79.70233917
2018-08-01,244.10623867,77.85562134
2018-08-02,261.06191806,76.13884735
2018-08-03,271.82670922,77.53546906
2018-08-04,262.25858041,73.19874573
2018-08-05,261.30602466,74.58943176
2018-08-06,264.77962708,73.88834381
2018-08-07,278.43405042,68.17033386
2018-08-08,272.90561325,62.49041748
2018-08-09,278.39041657,63.98079681
2018-08-10,277.51254762,59.39398193
2018-08-11,258.57836086,58.35907364
2018-08-12,246.61216545,59.32814026
2018-08-13,254.15887652,56.84819412
2018-08-14,255.24460140,54.55944061
2018-08-15,251.10504624,54.50038528
2018-08-16,246.19186299,55.36187363
2018-08-17,234.86401192,61.51442719
2018-08-18,246.45412909,57.27571106
2018-08-19,252.67726187,57.93895721
2018-08-20,250.07825051,53.99618149
2018-08-21,257.38997917,56.35017776
2018-08-22,248.54537606,55.3186264
2018-08-23,252.21426694,57.54343414
2018-08-24,249.34667499,57.9297905
2018-08-25,258.40715612,57.90793991
2018-08-26,258.29295515,57.33408737
2018-08-27,242.46459705,60.24992752
2018-08-28,242.07587045,63.02436447
2018-08-29,248.89877367,61.76724243
2018-08-30,251.29645908,60.31515121
2018-08-31,249.65119040,61.92552185
2018-09-01,255.50677119,65.9509964
2018-09-02,246.54778112,65.64940643
2018-09-03,240.03462816,65.37324524
2018-09-04,252.22909023,67.70993042
2018-09-05,249.89874290,58.43767166
2018-09-06,260.99395290,57.48624039
2018-09-07,243.04483424,56.19777679
2018-09-08,244.30436780,53.24457932
2018-09-09,245.77717032,54.92422104
2018-09-10,250.25416134,54.59576797
2018-09-11,252.55553998,52.36729431
2018-09-12,257.81220983,51.65664291
2018-09-13,250.37299549,54.53636551
2018-09-14,252.06770950,56.57648468
2018-09-15,254.32624823,56.71314621
2018-09-16,251.60457533,56.97270584
2018-09-17,241.98064479,52.54053879
2018-09-18,256.38195316,54.09716034
2018-09-19,250.39693431,54.33453369
2018-09-20,234.35441103,56.63444901
2018-09-21,257.01303719,60.72281265
2018-09-22,262.35608149,60.43655396
2018-09-23,266.61446983,61.36636734
2018-09-24,260.49312582,57.9691391
2018-09-25,253.32301872,57.53763962
2018-09-26,250.42535897,57.39550781
2018-09-27,246.66001620,62.97942352
2018-09-28,267.96852617,61.89505005
2018-09-29,264.07111631,61.60691452
2018-09-30,254.37016107,61.141922
2018-10-01,270.10443456,60.20808411
2018-10-02,259.22324784,59.70538712
2018-10-03,248.18055824,57.47750092
2018-10-04,244.99519093,58.27949142
2018-10-05,240.34811764,58.76616669
2018-10-06,252.56164139,57.84413528
2018-10-07,254.53892427,58.16029739
2018-10-08,261.27474247,59.41261292
2018-10-09,250.60946966,58.71328735
2018-10-10,251.51578701,57.98184967
2018-10-11,252.91604448,51.23303223
2018-10-12,258.12780758,53.55169296
2018-10-13,254.81463862,53.45175171
2018-10-14,248.26893030,52.18744278
2018-10-15,269.51268453,54.87961578
2018-10-16,265.11165372,54.06818771
2018-10-17,254.81563478,53.67214584
2018-10-18,256.26588621,52.52694702
2018-10-19,258.34746030,53.02005768
2018-10-20,234.79866215,53.3628006
2018-10-21,242.06653248,52.91576767
2018-10-22,248.74311793,52.20391464
2018-10-23,253.82378277,52.54134369
2018-10-24,245.89531770,52.51504898
2018-10-25,238.65347312,52.23455811
2018-10-26,227.50898399,52.09885025
2018-10-27,223.51374847,51.93198013
2018-10-28,240.80352242,51.93747711
2018-10-29,241.64071733,49.0713501
2018-10-30,240.16101171,49.23905182
2018-10-31,236.73074035,49.44153595
2018-11-01,236.15370538,50.27194977
2018-11-02,234.26805528,51.33067322
2018-11-03,227.32075504,50.97339249
2018-11-04,231.69254569,53.61246872
2018-11-05,251.35308827,53.54633331
2018-11-06,242.37723903,55.94512939
2018-11-07,237.33445610,54.18889999
2018-11-08,239.21561681,52.37338257
2018-11-09,237.31072380,51.89597321
2018-11-10,226.11477225,52.40182114
2018-11-11,228.49872255,51.36494446
2018-11-12,229.85843811,50.6481781
2018-11-13,236.93800151,49.69655228
2018-11-14,236.16947093,43.61079025
2018-11-15,221.69838826,43.94825745
2018-11-16,225.11882624,42.45885849
2018-11-17,229.61259788,41.92887115
2018-11-18,225.18752997,42.32789612
2018-11-19,218.50360715,36.64110947
2018-11-20,204.54970480,33.04422379
2018-11-21,193.42000523,34.67059708
2018-11-22,200.81499640,32.19512177
2018-11-23,198.34531467,32.15971375
2018-11-24,195.57755049,29.21774292
2018-11-25,189.19841093,30.8921833
2018-11-26,178.81087356,29.4109745
2018-11-27,165.71989612,31.06882858
2018-11-28,165.38847358,34.62661743
2018-11-29,166.86621179,33.79744705
2018-11-30,166.19030724,32.06476282
2018-12-01,177.62543040,34.34073612
2018-12-02,179.67202105,33.7131504
2018-12-03,184.40117767,31.07280128
2018-12-04,186.05862449,31.18612412
2018-12-05,179.91443789,29.29523912
2018-12-06,171.70916498,26.94365995
2018-12-07,174.28278161,25.27258518
2018-12-08,166.20209310,24.86401802
2018-12-09,164.41753148,25.94702298
2018-12-10,159.61887924,24.61779979
2018-12-11,158.33254803,23.80238432
2018-12-12,157.13954403,24.49382989
2018-12-13,163.09019323,23.66886222
2018-12-14,166.69997295,23.46432964
2018-12-15,154.46881879,23.78242352
2018-12-16,156.25781784,25.59721028
2018-12-17,150.91072536,29.2688896
2018-12-18,146.59024131,30.14215599
2018-12-19,150.99647674,29.6827863
2018-12-20,161.58206108,32.81687311
2018-12-21,171.10850405,30.79661755
2018-12-22,170.95791322,31.85591167
2018-12-23,173.70656728,33.45967455
2018-12-24,174.62445596,33.196667
2018-12-25,169.84668557,31.13432751
2018-12-26,165.23485668,30.98590048
2018-12-27,164.36534683,28.2945078
2018-12-28,165.59232389,32.51083015
2018-12-29,165.22675446,31.56500175
2018-12-30,177.52894175,31.9765158
2018-12-31,170.97268195,30.46822323
2019-01-01,165.70718905,31.97993044
2019-01-02,167.22714503,33.4336823
2019-01-03,172.63614395,32.0266995
2019-01-04,175.31551282,32.40416822
2019-01-05,177.84293257,34.93686611
2019-01-06,175.17387561,39.29885442
2019-01-07,174.29505146,37.80627571
2019-01-08,173.74287261,39.47971733
2019-01-09,174.33190975,38.98553429
2019-01-10,174.69140236,33.86600787
2019-01-11,187.70102246,32.32762895
2019-01-12,194.64282867,32.38442797
2019-01-13,187.62970688,30.33289651
2019-01-14,184.85893485,32.35824159
2019-01-15,177.78648613,31.50706934
2019-01-16,174.62241498,31.82341654
2019-01-17,185.94685883,31.88865013
2019-01-18,184.40586351,31.31148668
2019-01-19,181.56402628,32.55072509
2019-01-20,182.03809255,31.17640749
2019-01-21,180.71442939,31.21286983
2019-01-22,182.01871583,31.68442618
2019-01-23,189.25587003,32.00195751
2019-01-24,188.02022315,32.77610895
2019-01-25,185.58341322,32.98181224
2019-01-26,195.81243058,33.15052554
2019-01-27,203.17646208,32.59283623
2019-01-28,202.27564443,31.1992584
2019-01-29,195.26936017,31.09711125
2019-01-30,205.09427296,31.93095399
2019-01-31,195.18509107,31.65217497
2019-02-01,190.66820443,32.82707902
2019-02-02,203.45409282,34.39483005
2019-02-03,213.01362881,33.43925425
2019-02-04,205.24712484,34.10862815
2019-02-05,199.19402075,34.25664628
2019-02-06,203.10949018,32.9329881
2019-02-07,209.33122875,33.22241784
2019-02-08,201.37684584,43.46472029
2019-02-09,201.02184379,44.79028229
2019-02-10,209.93474387,46.82740601
2019-02-11,212.28301009,43.1825393
2019-02-12,208.48736602,43.92864066
2019-02-13,207.77099787,41.99764382
2019-02-14,217.37405225,41.64054918
2019-02-15,210.62989068,42.69966983
2019-02-16,220.70784555,43.59476228
2019-02-17,223.64918957,43.92836922
2019-02-18,222.77685266,48.04317613
2019-02-19,223.76669365,47.86467816
2019-02-20,220.31584721,51.78596438
2019-02-21,226.17359174,49.15159773
2019-02-22,224.24092634,49.80573424
2019-02-23,224.98620923,51.68092808
2019-02-24,235.26528874,44.67859312
2019-02-25,228.49349821,46.2130672
2019-02-26,235.98086478,45.49112994
2019-02-27,237.33410645,45.58142569
2019-02-28,230.55803198,46.23725714
2019-03-01,230.44644212,47.48723852
2019-03-02,235.78297009,49.01536594
2019-03-03,239.87635791,48.38032036
2019-03-04,244.01957950,46.43203351
2019-03-05,256.27812108,53.13245837
2019-03-06,260.63024758,55.78427736
2019-03-07,250.83731132,57.18903354
2019-03-08,244.56836134,56.09954787
2019-03-09,247.47977778,58.08689193
2019-03-10,248.96846899,57.18186389
2019-03-11,255.93814318,55.42021464
2019-03-12,260.65526021,56.9970551
2019-03-13,248.42537234,55.93318433
2019-03-14,257.05462690,56.58418367
2019-03-15,260.25018843,58.98925928
2019-03-16,247.95959840,61.84475248
2019-03-17,260.44944630,61.24378026
2019-03-18,284.56574011,60.26480648
2019-03-19,269.99409050,60.61556823
2019-03-20,263.42148723,60.84654711
2019-03-21,270.07492032,59.37832486
2019-03-22,276.73595147,59.8240014
2019-03-23,280.96148821,61.34861519
2019-03-24,273.75514413,60.22387667
2019-03-25,273.99052012,59.49673729
2019-03-26,284.54584356,59.34352874
2019-03-27,284.45005900,62.25142889
2019-03-28,289.48471051,61.17048611
2019-03-29,306.85735180,61.3016126
2019-03-30,306.63728923,60.62196223
2019-03-31,305.10943598,60.75539786
2019-04-01,297.50524799,60.67799398
2019-04-02,320.87827417,76.19325969
2019-04-03,333.88666053,84.92193788
2019-04-04,318.16594643,84.98090528
2019-04-05,325.39961305,88.6778606
2019-04-06,336.59951045,92.57341716
2019-04-07,341.48079752,92.31236915
2019-04-08,344.13082013,89.49304255
2019-04-09,336.78332867,86.78696151
2019-04-10,320.95233500,88.37774077
2019-04-11,325.89222210,79.67799061
2019-04-12,328.22579057,78.96396119
2019-04-13,320.11718262,78.2213036
2019-04-14,336.34418137,82.93752124
2019-04-15,357.39023220,79.05469905
2019-04-16,343.65500314,81.34927812
2019-04-17,328.46853889,79.32746821
2019-04-18,345.88204353,82.07487824
2019-04-19,342.26414683,82.56922278
2019-04-20,329.93627854,81.51249862
2019-04-21,338.33478365,77.33155912
2019-04-22,336.82022181,76.94807773
2019-04-23,329.16176526,74.8450218
2019-04-24,330.14996441,73.30894315
2019-04-25,320.44745465,71.24811783
2019-04-26,327.11917585,73.11534657
2019-04-27,327.74045502,72.12090375
2019-04-28,322.24607437,69.72679997
2019-04-29,324.53537889,67.96038021
2019-04-30,330.68916808,74.28087406
2019-05-01,338.47268421,73.65776862
2019-05-02,355.60211720,73.77717585
2019-05-03,333.45680402,79.32653441
2019-05-04,315.66962917,78.06383864
2019-05-05,341.23194639,75.98436729
2019-05-06,356.86184947,74.98275661
2019-05-07,346.58346792,74.69300115
2019-05-08,332.31074094,74.62028794
2019-05-09,344.02855402,74.17714037
2019-05-10,357.86166850,77.1666508
2019-05-11,343.58900603,89.22225597
2019-05-12,323.01719661,84.56551105
2019-05-13,337.39825777,88.05823611
2019-05-14,342.28236894,91.62040611
2019-05-15,344.76149966,101.74456602
2019-05-16,361.32694231,95.58558498
2019-05-17,353.38352738,88.99523448
2019-05-18,342.35422579,86.70018943
2019-05-19,338.62511055,95.32120147
2019-05-20,350.07028763,91.4936784
2019-05-21,350.77717589,91.50774852
2019-05-22,343.75336770,88.21057228
2019-05-23,345.90224948,89.17677609
2019-05-24,348.59553423,99.90303405
2019-05-25,359.59944738,102.67231808
2019-05-26,361.11805551,111.41860284
2019-05-27,357.16939207,118.03260328
2019-05-28,351.24988887,114.93115993
2019-05-29,364.26571585,115.08123259
2019-05-30,369.48552802,108.79558041
2019-05-31,372.33498805,114.53695927
2019-06-01,370.79043387,112.61926672
2019-06-02,373.52404859,114.70283772
2019-06-03,365.90056042,107.46857554
2019-06-04,355.20637325,102.08782351
2019-06-05,373.68597731,103.84929019
2019-06-06,375.11804829,111.10722639
2019-06-07,385.63330450,117.37440983
2019-06-08,391.96240062,118.55203559
2019-06-09,388.88333850,115.13230279
2019-06-10,396.67315621,129.07143516
2019-06-11,378.10527879,136.02974045
2019-06-12,359.93695949,135.65375167
2019-06-13,379.22510083,131.35176624
2019-06-14,396.25626208,133.05327285
2019-06-15,377.49728367,138.1270843
2019-06-16,390.96597029,137.12225187
2019-06-17,392.41880351,134.4380985
2019-06-18,396.03427887,135.1587314
2019-06-19,413.71099364,136.60319571
2019-06-20,427.40651235,135.47983606
2019-06-21,448.72681484,138.88376567
2019-06-22,413.04148674,141.90304461
2019-06-23,411.16136079,136.88216775
2019-06-24,431.84969182,135.53275927
2019-06-25,443.45419842,136.48939007
2019-06-26,424.42880575,131.26509817
2019-06-27,440.85500358,114.40476832
2019-06-28,451.75948719,120.15009354
2019-06-29,437.27660255,133.66278729
2019-06-30,415.03126039,122.24911794
2019-07-01,423.98749336,122.58371529
2019-07-02,437.92979107,119.24369945
2019-07-03,459.77015944,122.56411351
2019-07-04,449.13122246,119.97692342
2019-07-05,433.63860961,118.35250797
2019-07-06,428.97579939,117.82361999
2019-07-07,438.52661882,120.32087848
2019-07-08,435.07139350,123.28548477
2019-07-09,423.50873338,119.43281247
2019-07-10,441.70982177,108.50025767
2019-07-11,459.33673997,102.64430143
2019-07-12,469.96795450,105.30005716
2019-07-13,465.94303835,101.02479606
2019-07-14,495.97125139,89.7704786
2019-07-15,487.75381654,90.9229715
2019-07-16,456.95116332,79.4999322
2019-07-17,447.09653637,89.81071962
2019-07-18,462.90881378,101.0854224
2019-07-19,457.38983012,98.40265458
2019-07-20,456.59691655,100.60994111
2019-07-21,435.01247324,99.62758906
2019-07-22,439.28772016,95.41738793
2019-07-23,449.47982269,90.62262985
2019-07-24,453.45126575,94.30966901
2019-07-25,442.35902408,93.44631755
2019-07-26,412.22905385,94.30501523
2019-07-27,428.43392915,88.88902064
2019-07-28,466.53250366,89.7693334
2019-07-29,464.74523236,90.42642453
2019-07-30,451.10621407,90.56694812
2019-07-31,469.32588033,98.50957817
2019-08-01,453.34523762,99.1797222
2019-08-02,442.98818740,94.9412951
2019-08-03,479.20431902,94.58088063
2019-08-04,464.04927811,93.20378193
2019-08-05,454.00885780,96.83465096
2019-08-06,442.59454877,93.06971578
2019-08-07,426.15576805,90.91259868
2019-08-08,396.07004079,90.0316084
2019-08-09,372.51260721,84.43937741
2019-08-10,373.23669502,85.41947628
2019-08-11,404.86327316,89.75266744
2019-08-12,406.01103207,85.74922988
2019-08-13,386.00707252,84.40614405
2019-08-14,374.94689744,76.06498599
2019-08-15,377.72388469,76.3889783
2019-08-16,357.65606567,74.92015389
2019-08-17,342.51931186,72.79772208
2019-08-18,328.01526220,76.26994844
2019-08-19,333.24068225,77.26319053
2019-08-20,338.42204574,75.19656636
2019-08-21,320.29850265,72.96495341
2019-08-22,327.09921364,73.59859578
2019-08-23,314.89588298,75.4028135
2019-08-24,324.80169542,73.46361651
2019-08-25,326.54956246,72.30814717
2019-08-26,318.13336704,73.85717406
2019-08-27,314.69275060,72.8362288
2019-08-28,321.33884014,67.42554186
2019-08-29,324.04180520,64.09805536
2019-08-30,317.99370945,64.3329791
2019-08-31,312.78207509,64.57605323
2019-09-01,321.94017223,66.14472283
2019-09-02,320.46575059,66.94495229
2019-09-03,310.14570379,69.1292589
2019-09-04,305.53777041,67.28563094
2019-09-05,309.68490995,65.39556986
2019-09-06,308.80860640,65.22820135
2019-09-07,313.50682034,69.03871303
2019-09-08,297.49439084,70.54936581
2019-09-09,301.49218309,70.19223668
2019-09-10,320.20768088,70.82339441
2019-09-11,300.56500082,69.92214325
2019-09-12,312.74491131,69.22507318
2019-09-13,323.77668753,68.98861867
2019-09-14,315.95180501,70.56230414
2019-09-15,315.88923455,70.31517682
2019-09-16,305.68246591,72.57310885
2019-09-17,312.45090554,74.22122874
2019-09-18,315.81642901,77.9691339
2019-09-19,309.39785882,77.05962375
2019-09-20,323.17350803,75.14909239
2019-09-21,324.47877444,73.51652871
2019-09-22,323.73853807,72.61612214
2019-09-23,319.88710915,66.85189352
2019-09-24,311.73145835,55.82363961
2019-09-25,311.99799622,57.65800771
2019-09-26,313.19699039,55.54061717
2019-09-27,307.67308548,56.36084944
2019-09-28,294.90547469,55.68224655
2019-09-29,294.68412871,54.31954708
2019-09-30,301.07124431,56.05690877
2019-10-01,290.09451767,56.05807617
2019-10-02,289.45620066,56.50892452
2019-10-03,280.38845846,56.54681453
2019-10-04,265.76474966,56.85321211
2019-10-05,275.72344705,56.84387155
2019-10-06,282.08253929,55.41156909
2019-10-07,283.16912181,57.78830011
2019-10-08,277.77489540,57.39858676
2019-10-09,289.94308289,59.43086584
2019-10-10,286.14987239,57.77608318
2019-10-11,284.47532487,56.29696897
2019-10-12,267.51359038,55.98286968
2019-10-13,268.89241363,56.71399491
2019-10-14,266.32333581,56.9754007
2019-10-15,266.29467512,54.94420813
2019-10-16,259.06415160,52.92310668
2019-10-17,253.65172436,54.8844752
2019-10-18,253.00809003,53.49169243
2019-10-19,240.99372032,54.03457156
2019-10-20,244.73984793,54.93437971
2019-10-21,235.31162547,54.93829826
2019-10-22,228.84676011,53.74436209
2019-10-23,231.03436905,49.62795619
2019-10-24,227.03151889,50.06766592
2019-10-25,214.37739742,56.93901103
2019-10-26,205.59757392,56.77525171
2019-10-27,197.33504594,59.91398883
2019-10-28,200.76516901,58.1268403
2019-10-29,197.82661432,59.86962436
2019-10-30,188.32215320,58.42097163
2019-10-31,198.77877186,58.78068363
2019-11-01,190.42767848,58.58364342
2019-11-02,180.00769063,58.59702496
2019-11-03,183.11775680,58.62518916
2019-11-04,176.81516483,61.57305749
2019-11-05,179.44289975,63.30276443
2019-11-06,189.38144545,64.26874532
2019-11-07,190.45126699,61.84322201
2019-11-08,186.07151556,60.52991777
2019-11-09,187.47504372,61.95471205
2019-11-10,180.44739676,63.84146646
2019-11-11,178.66852046,61.89910685
2019-11-12,187.02671370,61.3402973
2019-11-13,182.07919421,61.11134683
2019-11-14,181.27233066,59.42989428
2019-11-15,181.28034716,57.8117104
2019-11-16,174.29601696,58.56543744
2019-11-17,168.89118177,59.57322771
2019-11-18,183.72166970,56.80095038
2019-11-19,184.84841737,55.62398692
2019-11-20,175.38329662,55.29092301
2019-11-21,171.60644175,50.88305331
2019-11-22,175.41899992,47.61553723
2019-11-23,172.72474559,48.70649129
2019-11-24,176.38068373,44.73422645
2019-11-25,170.56062538,45.83033597
2019-11-26,161.68708121,47.27334136
2019-11-27,166.31716435,48.00880628
2019-11-28,160.26850472,47.05694886
2019-11-29,150.02180113,48.87915797
2019-11-30,151.65646083,47.47543068
2019-12-01,159.21797842,47.71117072
2019-12-02,167.35699731,45.81701669
2019-12-03,163.55752559,45.38160492
2019-12-04,156.63846669,45.19295067
2019-12-05,152.48074400,45.30163951
2019-12-06,155.22366488,45.67011865
2019-12-07,164.04218671,45.64049064
2019-12-08,163.17877318,45.95294499
2019-12-09,156.33189456,44.93924342
2019-12-10,152.57014938,44.64424112
2019-12-11,156.12020541,43.94569631
2019-12-12,142.32092926,44.08216995
2019-12-13,131.23674145,44.45057895
2019-12-14,135.62558853,43.72218612
2019-12-15,146.18123385,43.75682778
2019-12-16,142.29518865,40.37425893
2019-12-17,138.37991775,37.08342904
2019-12-18,134.90954131,40.77854389
2019-12-19,135.24128041,39.92029576
2019-12-20,137.36682132,40.29015876
2019-12-21,134.88134131,39.99682869
2019-12-22,142.98349431,41.96519088
2019-12-23,150.82766770,40.84747457
2019-12-24,150.00427849,40.6780157
2019-12-25,143.95322002,40.62956151
2019-12-26,140.76269719,40.26603551
2019-12-27,143.04446051,41.17817255
2019-12-28,143.79182173,42.84252238
2019-12-29,150.08691904,43.67065925
2019-12-30,152.50386310,42.74733688
2019-12-31,142.00317800,41.34007395
2020-01-01,142.77298813,42.01772107
2020-01-02,150.27703279,39.82301532
2020-01-03,145.97630690,42.41557491
2020-01-04,145.02102452,43.32660811
2020-01-05,150.27176519,43.55320636
2020-01-06,153.50569232,45.81635344
2020-01-07,160.62022942,46.42458175
2020-01-08,165.31187735,45.65376714
2020-01-09,157.09800862,45.21593084
2020-01-10,153.14806335,48.72732772
2020-01-11,157.79898145,49.2637687
2020-01-12,170.01259948,51.08073662
2020-01-13,169.33878082,49.73376765
2020-01-14,158.87674227,58.47823476
2020-01-15,157.92659047,58.05284983
2020-01-16,157.21142052,57.61825573
2020-01-17,150.67282402,61.48712591
2020-01-18,158.14702942,59.4086438
2020-01-19,168.73316222,57.80069364
2020-01-20,165.16801324,57.20326109
2020-01-21,150.51834293,57.64788131
2020-01-22,141.27892780,58.35472454
2020-01-23,144.90830871,54.63026014
2020-01-24,143.86457774,54.53178894
2020-01-25,147.62134121,53.69778845
2020-01-26,159.76019313,56.21271438
2020-01-27,157.75723769,58.76326686
2020-01-28,150.45273460,60.67181578
2020-01-29,153.40598335,60.07793275
2020-01-30,150.40496091,68.15906252
2020-01-31,144.78195790,67.87949262
2020-02-01,152.81123870,70.82001757
2020-02-02,155.06075209,70.23154173
2020-02-03,154.70879750,69.78021932
2020-02-04,169.71118108,68.19578003
2020-02-05,167.25567401,72.4931038
2020-02-06,172.60790528,73.38868617
2020-02-07,173.86567275,74.35611575
2020-02-08,175.13623667,76.46756358
2020-02-09,184.14200216,77.09257993
2020-02-10,167.67047749,74.33509457
2020-02-11,163.69611581,76.59739711
2020-02-12,161.24909506,81.29745113
2020-02-13,164.84594753,80.40342991
2020-02-14,172.74642672,82.99034907
2020-02-15,174.32933423,76.5132459
2020-02-16,176.69947001,75.15259112
2020-02-17,177.71165520,73.25130447
2020-02-18,177.44142285,77.03518149
2020-02-19,175.04271948,71.13594006
2020-02-20,175.57946914,69.62484632
2020-02-21,165.94899888,73.45091885
2020-02-22,168.43761739,75.1330769
2020-02-23,172.93381057,79.53665528
2020-02-24,178.03231272,75.53561999
2020-02-25,186.02704875,71.18024523
2020-02-26,176.34459884,61.01430861
2020-02-27,172.93927542,61.50788573
2020-02-28,174.92706179,59.76395738
2020-02-29,181.92877976,58.54326356
2020-03-01,186.91133410,57.95668772
2020-03-02,177.33726826,60.99555
2020-03-03,177.54128979,61.14447561
2020-03-04,174.74843002,60.38241897
2020-03-05,183.25852383,62.04545979
2020-03-06,181.07864046,63.02560065
2020-03-07,185.06925267,60.54630926
2020-03-08,187.24616414,51.72860078
2020-03-09,177.13565961,50.16814728
2020-03-10,186.05125419,50.25638895
2020-03-11,185.89742460,48.46378534
2020-03-12,172.13932320,30.93088292
2020-03-13,159.12466387,37.43795474
2020-03-14,143.43395014,34.39658647
2020-03-15,138.03730435,36.43709163
2020-03-16,137.84273737,32.8762152
2020-03-17,142.31707653,33.56387001
2020-03-18,139.87279503,33.68417723
2020-03-19,137.13557012,39.07376593
2020-03-20,135.84790132,38.13195588
2020-03-21,134.63806487,38.34232788
2020-03-22,147.58719379,35.62805385
2020-03-23,145.49639166,38.76576717
2020-03-24,141.04309998,40.49064582
2020-03-25,136.94166021,39.15122284
